,filename,width,height,n_channels
421,happiny.png,120,120,3
422,spearow.png,120,120,3
423,helioptile.png,120,120,3
424,fearow.png,120,120,3
425,prinplup.png,120,120,3
426,diancie.png,120,120,3
427,klink.png,120,120,3
428,farfetchd.png,120,120,3
429,gorebyss.png,120,120,3
430,noivern.png,120,120,3
431,herdier.png,120,120,3
432,tynamo.png,120,120,3
433,whiscash.png,120,120,3
434,nidoran-m.png,120,120,3
435,diglett.png,120,120,3
436,krokorok.png,120,120,3
437,scizor.png,120,120,3
438,skarmory.png,120,120,3
439,remoraid.png,120,120,3
440,hitmontop.png,120,120,3
441,slowbro.png,120,120,3
442,numel.png,120,120,3
443,glalie.png,120,120,3
444,vaporeon.png,120,120,3
445,Screen.png,1722,1634,3
446,porygon-z.png,120,120,3
447,lunatone.png,120,120,3
448,machoke.png,120,120,3
449,bastiodon.png,120,120,3
450,mandibuzz.png,120,120,3
451,arceus.png,120,120,3
452,throh.png,120,120,3
453,abomasnow.png,120,120,3
454,bronzong.png,120,120,3
455,greninja.png,120,120,3
456,hoppip.png,120,120,3
457,kecleon.png,120,120,3
458,crustle.png,120,120,3
459,shuppet.png,120,120,3
460,ducklett.png,120,120,3
461,plusle.png,120,120,3
462,poliwag.png,120,120,3
463,treecko.png,120,120,3
464,torchic.png,120,120,3
465,kabutops.png,120,120,3
466,dunsparce.png,120,120,3
467,flygon.png,120,120,3
468,dugtrio.png,120,120,3
469,marill.png,120,120,3
470,cacnea.png,120,120,3
471,slugma.png,120,120,3
472,oddish.png,120,120,3
473,jirachi.png,120,120,3
474,litwick.png,120,120,3
475,pidgeot.png,120,120,3
476,sandslash.png,120,120,3
477,drilbur.png,120,120,3
478,cranidos.png,120,120,3
479,chansey.png,120,120,3
480,camerupt.png,120,120,3
481,pichu.png,120,120,3
482,duskull.png,120,120,3
483,kangaskhan.png,120,120,3
484,chingling.png,120,120,3
485,whirlipede.png,120,120,3
486,ferroseed.png,120,120,3
487,barbaracle.png,120,120,3
488,salamence.png,120,120,3
489,zekrom.png,120,120,3
490,haunter.png,120,120,3
491,glaceon.png,120,120,3
492,shaymin-land.png,120,120,3
